po_id,orderdate,suppliername,suppliercountry,warehouseid,sku,productname,orderedqty,unitcost,expecteddeliverydate,actualdeliverydate,receivingstore,postatus,receivedqty,deliveryperformance,potype
PO-015967,2026-09-26,Brightway Products,USA,WH-001,PRD-0119,PureChoice Frozen Meals Lite,25,4.7479,2026-10-03,2026-10-03,Providence Express,Received,25,OnTime,Regular
PO-015968,2026-11-16,Brightway Products,USA,WH-001,PRD-0119,PureChoice Frozen Meals Lite,25,4.7487,2026-11-23,2026-11-23,Providence Express,Received,25,OnTime,Regular
PO-015969,2026-12-19,Brightway Products,USA,WH-001,PRD-0119,PureChoice Frozen Meals Lite,25,4.8289,2026-12-26,2026-12-26,Providence Express,Received,25,OnTime,Regular
PO-015970,2025-05-31,GreenLeaf Organics,USA,WH-001,PRD-0120,HomeComfort Frozen Vegetables Classic,23,3.5033,2025-06-03,2025-06-03,Providence Express,Received,23,OnTime,Regular
PO-015971,2025-08-18,GreenLeaf Organics,USA,WH-001,PRD-0120,HomeComfort Frozen Vegetables Classic,20,3.6366,2025-08-21,2025-08-21,Providence Express,Received,20,OnTime,Regular
PO-015972,2025-11-24,GreenLeaf Organics,USA,WH-001,PRD-0120,HomeComfort Frozen Vegetables Classic,17,3.54,2025-11-27,2025-11-27,Providence Express,Partial,10,OnTime,Regular
PO-015973,2025-12-15,GreenLeaf Organics,USA,WH-001,PRD-0120,HomeComfort Frozen Vegetables Classic,14,3.6926,2025-12-18,2025-12-18,Providence Express,Received,14,OnTime,Regular
PO-015974,2026-02-04,GreenLeaf Organics,USA,WH-001,PRD-0120,HomeComfort Frozen Vegetables Classic,15,3.561,2026-02-07,2026-02-07,Providence Express,Received,15,OnTime,Regular
PO-015975,2026-03-20,GreenLeaf Organics,USA,WH-001,PRD-0120,HomeComfort Frozen Vegetables Classic,15,3.704,2026-03-23,2026-03-23,Providence Express,Received,15,OnTime,Regular
PO-015976,2026-04-05,GreenLeaf Organics,USA,WH-001,PRD-0120,HomeComfort Frozen Vegetables Classic,13,3.6974,2026-04-08,2026-04-08,Providence Express,Received,13,OnTime,Regular
PO-015977,2026-04-25,GreenLeaf Organics,USA,WH-001,PRD-0120,HomeComfort Frozen Vegetables Classic,15,3.6793,2026-04-28,2026-04-28,Providence Express,Received,15,OnTime,Regular
PO-015978,2026-05-11,GreenLeaf Organics,USA,WH-001,PRD-0120,HomeComfort Frozen Vegetables Classic,13,3.7057,2026-05-14,2026-05-14,Providence Express,Received,13,OnTime,Regular
PO-015979,2026-09-18,GreenLeaf Organics,USA,WH-001,PRD-0120,HomeComfort Frozen Vegetables Classic,13,3.7611,2026-09-21,2026-09-21,Providence Express,Partial,10,OnTime,Regular
PO-015980,2026-10-23,GreenLeaf Organics,USA,WH-001,PRD-0120,HomeComfort Frozen Vegetables Classic,13,3.6333,2026-10-26,2026-10-26,Providence Express,Received,13,OnTime,Regular
PO-015981,2026-12-17,GreenLeaf Organics,USA,WH-001,PRD-0120,HomeComfort Frozen Vegetables Classic,15,3.7004,2026-12-20,2026-12-20,Providence Express,Partial,10,OnTime,Regular
PO-015982,2026-12-21,GreenLeaf Organics,USA,WH-001,PRD-0120,HomeComfort Frozen Vegetables Classic,14,3.7003,2026-12-24,2026-12-24,Providence Express,Received,14,OnTime,Regular
PO-015983,2025-05-21,PrimePack Industries,USA,WH-001,PRD-0121,CoastalSelect Frozen Vegetables Value,21,4.0036,2025-05-26,2025-05-26,Providence Express,Received,21,OnTime,Regular
PO-015984,2025-07-26,PrimePack Industries,USA,WH-001,PRD-0121,CoastalSelect Frozen Vegetables Value,15,4.0093,2025-07-31,2025-07-31,Providence Express,Received,15,OnTime,Regular
PO-015985,2025-08-08,PrimePack Industries,USA,WH-001,PRD-0121,CoastalSelect Frozen Vegetables Value,12,4.1724,2025-08-13,2025-08-13,Providence Express,Partial,10,OnTime,Regular
PO-015986,2025-08-26,PrimePack Industries,USA,WH-001,PRD-0121,CoastalSelect Frozen Vegetables Value,16,4.126,2025-08-31,2025-08-31,Providence Express,Received,16,OnTime,Regular
PO-015987,2025-09-29,PrimePack Industries,USA,WH-001,PRD-0121,CoastalSelect Frozen Vegetables Value,19,4.0916,2025-10-04,2025-10-04,Providence Express,Received,19,OnTime,Regular
PO-015988,2025-10-20,PrimePack Industries,USA,WH-001,PRD-0121,CoastalSelect Frozen Vegetables Value,15,4.1616,2025-10-25,2025-10-25,Providence Express,Partial,9,OnTime,Regular
PO-015989,2025-11-07,PrimePack Industries,USA,WH-001,PRD-0121,CoastalSelect Frozen Vegetables Value,12,4.2069,2025-11-12,2025-11-12,Providence Express,Received,12,OnTime,Regular
PO-015990,2025-12-26,PrimePack Industries,USA,WH-001,PRD-0121,CoastalSelect Frozen Vegetables Value,15,4.1662,2025-12-31,2025-12-31,Providence Express,Received,15,OnTime,Regular
PO-015991,2026-01-03,PrimePack Industries,USA,WH-001,PRD-0121,CoastalSelect Frozen Vegetables Value,14,4.1718,2026-01-08,2026-01-11,Providence Express,Received,14,Late,Regular
PO-015992,2026-01-29,PrimePack Industries,USA,WH-001,PRD-0121,CoastalSelect Frozen Vegetables Value,11,4.1423,2026-02-03,2026-02-03,Providence Express,Received,11,OnTime,Regular
PO-015993,2026-02-06,PrimePack Industries,USA,WH-001,PRD-0121,CoastalSelect Frozen Vegetables Value,15,4.1626,2026-02-11,,Providence Express,Received,15,OnTime,Regular
PO-015994,2026-03-10,PrimePack Industries,USA,WH-001,PRD-0121,CoastalSelect Frozen Vegetables Value,12,4.0577,2026-03-15,,Providence Express,Received,12,OnTime,Regular
PO-015995,2026-03-17,primepack industries,USA,WH-001,PRD-0121,CoastalSelect Frozen Vegetables Value,10,4.2292,2026-03-22,2026-03-22,Providence Express,Received,10,OnTime,Regular
PO-015996,2026-04-01,PrimePack Industries,USA,WH-001,PRD-0121,CoastalSelect Frozen Vegetables Value,10,4.2407,2026-04-06,2026-04-06,Providence Express,Received,10,OnTime,Regular
PO-015997,2026-04-17,PrimePack Industries,USA,WH-001,PRD-0121,CoastalSelect Frozen Vegetables Value,9,4.102,2026-04-22,2026-04-22,Providence Express,Received,9,OnTime,Regular
PO-015998,2026-05-20,PrimePack Industries,USA,WH-001,PRD-0121,CoastalSelect Frozen Vegetables Value,9,4.1661,2026-05-25,2026-05-23,Providence Express,Received,9,Early,Regular
PO-015999,2026-06-03,PrimePack Industries,USA,WH-001,PRD-0121,CoastalSelect Frozen Vegetables Value,12,4.1618,2026-06-08,2026-06-08,Providence Express,Partial,8,OnTime,Regular
PO-016000,2026-06-28,PrimePack Industries,USA,WH-001,PRD-0121,CoastalSelect Frozen Vegetables Value,12,4.2573,2026-07-03,2026-07-03,Providence Express,Received,12,OnTime,Regular
PO-016001,2026-07-11,PrimePack Industries,USA,WH-001,PRD-0121,CoastalSelect Frozen Vegetables Value,13,4.0994,2026-07-16,2026-07-16,Providence Express,Partial,10,OnTime,Regular
PO-016002,2026-08-01,PrimePack Industries,USA,WH-001,PRD-0121,CoastalSelect Frozen Vegetables Value,12,4.1125,2026-08-06,2026-08-06,Providence Express,Received,12,OnTime,Regular
PO-016003,2026-09-09,PrimePack Industries,USA,WH-001,PRD-0121,CoastalSelect Frozen Vegetables Value,11,4.1177,2026-09-14,2026-09-14,Providence Express,Received,11,OnTime,Regular
PO-016004,2025-05-10,SunCoast Distributors,USA,WH-001,PRD-0123,NaturePath Frozen Vegetables Original,18,6.1473,2025-05-16,2025-05-16,Providence Express,Received,18,OnTime,Regular
PO-016005,2026-04-10,SunCoast Distributors,USA,WH-001,PRD-0123,NaturePath Frozen Vegetables Original,15,6.2528,2026-04-16,2026-04-16,Providence Express,Partial,13,OnTime,Regular
PO-016006,2026-11-10,SunCoast Distributors,USA,WH-001,PRD-0123,NaturePath Frozen Vegetables Original,15,6.2608,2026-11-16,2026-11-16,Providence Express,Partial,12,OnTime,Regular
PO-016007,2025-04-27,GreenLeaf Organics,USA,WH-001,PRD-0124,SunRise Frozen Vegetables Value,22,5.2545,2025-04-30,2025-04-30,Providence Express,Partial,14,OnTime,Regular
PO-016008,2025-05-03,GreenLeaf Organics,USA,WH-001,PRD-0124,SunRise Frozen Vegetables Value,23,5.3387,2025-05-06,2025-05-06,Providence Express,Received,23,OnTime,Regular
PO-016009,2025-06-28,GreenLeaf Organics,USA,WH-001,PRD-0124,SunRise Frozen Vegetables Value,25,5.3463,2025-07-01,2025-07-01,Providence Express,Received,25,OnTime,Regular
PO-016010,2025-07-02,GreenLeaf Organics,USA,WH-001,PRD-0124,SunRise Frozen Vegetables Value,25,5.3974,2025-07-05,2025-07-04,Providence Express,Received,25,Early,Regular
PO-016011,2025-10-03,GreenLeaf Organics,USA,WH-001,PRD-0124,SunRise Frozen Vegetables Value,22,5.3967,2025-10-06,2025-10-06,Providence Express,Partial,17,OnTime,Regular
PO-016012,2025-10-31,GreenLeaf Organics,USA,WH-001,PRD-0124,SunRise Frozen Vegetables Value,22,5.3581,2025-11-03,2025-11-03,Providence Express,Partial,19,OnTime,Regular
PO-016013,2026-01-01,GreenLeaf Organics,USA,WH-001,PRD-0124,SunRise Frozen Vegetables Value,20,5.4683,2026-01-04,2026-01-04,Providence Express,Received,20,OnTime,Regular
PO-016014,2026-02-01,GreenLeaf Organics,USA,WH-001,PRD-0124,SunRise Frozen Vegetables Value,25,5.4559,2026-02-04,2026-02-04,Providence Express,Received,25,OnTime,Regular
PO-016015,2026-03-04,GreenLeaf Organics,USA,WH-001,PRD-0124,SunRise Frozen Vegetables Value,25,5.3044,2026-03-07,2026-03-07,Providence Express,Received,25,OnTime,Regular
PO-016016,2026-03-30,GreenLeaf Organics,USA,WH-001,PRD-0124,SunRise Frozen Vegetables Value,25,5.2906,2026-04-02,2026-04-02,Providence Express,Received,25,OnTime,Regular
PO-016017,2026-05-07,GreenLeaf Organics,USA,WH-001,PRD-0124,SunRise Frozen Vegetables Value,22,5.2957,2026-05-10,2026-05-10,Providence Express,Received,22,OnTime,Regular
PO-016018,2026-05-31,GreenLeaf Organics,USA,WH-001,PRD-0124,SunRise Frozen Vegetables Value,20,5.5234,2026-06-03,2026-06-03,Providence Express,Received,20,OnTime,Regular
PO-016019,2026-07-01,GreenLeaf Organics,USA,WH-001,PRD-0124,SunRise Frozen Vegetables Value,24,5.394,2026-07-04,2026-07-04,Providence Express,Received,24,OnTime,Regular
PO-016020,2026-09-25,GreenLeaf Organics,USA,WH-001,PRD-0124,SunRise Frozen Vegetables Value,25,5.5079,2026-09-28,2026-09-28,Providence Express,Received,25,OnTime,Regular
PO-016021,2026-10-13,GreenLeaf Organics,USA,WH-001,PRD-0124,SunRise Frozen Vegetables Value,22,5.4872,2026-10-16,2026-10-16,Providence Express,Received,22,OnTime,Regular
PO-016022,2026-11-03,GreenLeaf Organics,USA,WH-001,PRD-0124,SunRise Frozen Vegetables Value,20,5.3844,2026-11-06,2026-11-06,Providence Express,Received,20,OnTime,Regular
PO-016023,2026-11-22,GreenLeaf Organics,USA,WH-001,PRD-0124,SunRise Frozen Vegetables Value,25,5.6036,2026-11-25,2026-11-25,Providence Express,Received,25,OnTime,Regular
PO-016024,2026-12-29,GreenLeaf Organics,USA,WH-001,PRD-0124,SunRise Frozen Vegetables Value,24,5.5933,2026-12-31,2026-12-31,Providence Express,Received,24,OnTime,Regular
PO-016025,2025-07-13,Solaris Trading Co.,UAE,WH-001,PRD-0125,CoastalSelect Frozen Vegetables Premium,47,5.6402,2025-07-29,2025-08-10,Providence Express,Received,47,Late,Regular
PO-016026,2025-09-20,Solaris Trading Co.,UAE,WH-001,PRD-0125,CoastalSelect Frozen Vegetables Premium,43,5.6,2025-10-06,2025-10-06,Providence Express,Received,43,OnTime,Regular
PO-016027,2025-11-23,Solaris Trading Co.,UAE,WH-001,PRD-0125,CoastalSelect Frozen Vegetables Premium,52,5.6111,2025-12-09,2025-12-16,Providence Express,Partial,38,Late,Regular
PO-016028,2026-01-16,Solaris Trading Co.,UAE,WH-001,PRD-0125,CoastalSelect Frozen Vegetables Premium,45,5.7884,2026-02-01,2026-02-09,Providence Express,Received,45,Late,Regular
PO-016029,2026-04-01,Solaris Trading Co.,UAE,WH-001,PRD-0125,CoastalSelect Frozen Vegetables Premium,53,5.6661,2026-04-17,2026-04-16,Providence Express,Received,53,Early,Regular
PO-016030,2026-07-05,Solaris Trading Co.,UAE,WH-001,PRD-0125,CoastalSelect Frozen Vegetables Premium,50,5.8609,2026-07-21,2026-08-03,Providence Express,Received,50,Late,Regular
PO-016031,2026-08-31,Solaris Trading Co.,UAE,WH-001,PRD-0125,CoastalSelect Frozen Vegetables Premium,50,5.8092,2026-09-16,2026-09-16,Providence Express,Received,50,OnTime,Regular
PO-016032,2026-10-30,Solaris Trading Co.,UAE,WH-001,PRD-0125,CoastalSelect Frozen Vegetables Premium,44,5.9446,2026-11-15,2026-11-15,Providence Express,Received,44,OnTime,Regular
PO-016033,2026-12-26,Solaris Trading Co.,UAE,WH-001,PRD-0125,CoastalSelect Frozen Vegetables Premium,56,5.8842,2026-12-31,2026-12-31,Providence Express,Received,56,Late,Regular
PO-016034,2025-10-24,Pinnacle Supply Group,USA,WH-001,PRD-0126,QuickServe Frozen Vegetables Deluxe,22,3.1335,2025-10-27,,Providence Express,Received,22,Late,Regular
PO-016035,2026-04-21,Pinnacle Supply Group,USA,WH-001,PRD-0126,QuickServe Frozen Vegetables Deluxe,25,3.2015,2026-04-24,2026-04-24,Providence Express,Received,25,OnTime,Regular
PO-016036,2026-10-02,Pinnacle Supply Group,USA,WH-001,PRD-0126,QuickServe Frozen Vegetables Deluxe,25,3.139,2026-10-05,2026-10-05,Providence Express,Partial,20,OnTime,Regular
PO-016037,2025-05-17,Continental Foods,Germany,WH-001,PRD-0127,SunRise Frozen Vegetables Deluxe,22,2.7813,2025-05-31,2025-05-31,Providence Express,Received,22,OnTime,Regular
PO-016038,2025-07-14,Continental Foods,Germany,WH-001,PRD-0127,SunRise Frozen Vegetables Deluxe,21,2.729,2025-07-28,2025-07-26,Providence Express,Received,21,Early,Regular
PO-016039,2025-08-06,Continental Foods,Germany,WH-001,PRD-0127,SunRise Frozen Vegetables Deluxe,21,2.7722,2025-08-20,2025-08-20,Providence Express,Received,21,OnTime,Regular
PO-016040,2025-10-26,Continental Foods,Germany,WH-001,PRD-0127,SunRise Frozen Vegetables Deluxe,17,2.8228,2025-11-09,2025-11-09,Providence Express,Received,17,OnTime,Regular
PO-016041,2025-12-26,Continental Foods,Germany,WH-001,PRD-0127,SunRise Frozen Vegetables Deluxe,20,2.7897,2026-01-09,2026-01-09,Providence Express,Received,20,OnTime,Regular
PO-016042,2026-02-21,Continental Foods,Germany,WH-001,PRD-0127,SunRise Frozen Vegetables Deluxe,25,2.8108,2026-03-07,2026-03-15,Providence Express,Received,25,Late,Regular
PO-016043,2026-06-05,Continental Foods,Germany,WH-001,PRD-0127,SunRise Frozen Vegetables Deluxe,17,2.913,2026-06-19,2026-06-19,Providence Express,Received,17,OnTime,Regular
PO-016044,2026-10-03,CONTINENTAL FOODS,Germany,WH-001,PRD-0127,SunRise Frozen Vegetables Deluxe,20,2.9052,2026-10-17,2026-10-17,Providence Express,Received,20,OnTime,Regular
PO-016045,2026-12-07,CONTINENTAL FOODS,Germany,WH-001,PRD-0127,SunRise Frozen Vegetables Deluxe,18,2.8903,2026-12-21,,Providence Express,Received,18,OnTime,Regular
PO-016046,2025-05-03,Solaris Trading Co.,UAE,WH-001,PRD-0128,QuickServe Ice Cream Plus,23,5.4211,2025-05-19,2025-05-19,Providence Express,Received,23,OnTime,Regular
PO-016047,2025-06-28,Solaris Trading Co.,UAE,WH-001,PRD-0128,QuickServe Ice Cream Plus,25,5.4313,2025-07-14,2025-07-14,Providence Express,Received,25,OnTime,Regular
PO-016048,2025-10-13,Solaris Trading Co.,UAE,WH-001,PRD-0128,QuickServe Ice Cream Plus,23,5.4372,2025-10-29,2025-10-29,Providence Express,Received,23,OnTime,Regular
PO-016049,2025-12-31,Solaris Trading Co.,UAE,WH-001,PRD-0128,QuickServe Ice Cream Plus,25,5.3008,2026-01-16,2026-01-25,Providence Express,Received,25,Late,Regular
PO-016050,2026-07-06,Solaris Trading Co.,UAE,WH-001,PRD-0128,QuickServe Ice Cream Plus,25,6.0842,2026-07-22,2026-07-22,Providence Express,Received,25,OnTime,Regular
PO-016051,2025-06-27,Brightway Products,USA,WH-001,PRD-0129,ElitePro Ice Cream Pro,15,4.7593,2025-07-04,2025-07-04,Providence Express,Received,15,OnTime,Regular
PO-016052,2025-08-28,Brightway Products,USA,WH-001,PRD-0129,ElitePro Ice Cream Pro,10,4.7387,2025-09-04,2025-09-03,Providence Express,Received,10,Early,Regular
PO-016053,2026-01-05,Brightway Products,USA,WH-001,PRD-0129,ElitePro Ice Cream Pro,10,4.7999,2026-01-12,,Providence Express,Partial,8,OnTime,Regular
PO-016054,2026-04-08,Brightway Products,USA,WH-001,PRD-0129,ElitePro Ice Cream Pro,11,4.7672,2026-04-15,,Providence Express,Received,11,OnTime,Regular
PO-016055,2026-04-09,brightway products,USA,WH-001,PRD-0129,ElitePro Ice Cream Pro,10,4.7532,2026-04-16,2026-04-16,Providence Express,Received,10,OnTime,Regular
PO-016056,2026-06-20,BRIGHTWAY PRODUCTS,USA,WH-001,PRD-0129,ElitePro Ice Cream Pro,16,4.7925,2026-06-27,2026-06-27,Providence Express,Received,16,OnTime,Regular
PO-016057,2026-07-14,Brightway Products,USA,WH-001,PRD-0129,ElitePro Ice Cream Pro,13,4.8568,2026-07-21,2026-07-21,Providence Express,Received,13,OnTime,Regular
PO-016058,2026-08-26,Brightway Products,USA,WH-001,PRD-0129,ElitePro Ice Cream Pro,16,4.9048,2026-09-02,2026-09-02,Providence Express,Received,16,OnTime,Regular
PO-016059,2026-12-11,Brightway Products,USA,WH-001,PRD-0129,ElitePro Ice Cream Pro,13,4.8072,2026-12-18,2026-12-18,Providence Express,Received,13,OnTime,Regular
PO-016060,2025-06-17,SunCoast Distributors,USA,WH-001,PRD-0130,PureChoice Ice Cream Deluxe,22,6.7785,2025-06-23,2025-06-23,Providence Express,Received,22,OnTime,Regular
PO-016061,2025-11-15,SUNCOAST DISTRIBUTORS,USA,WH-001,prd-0130,PureChoice Ice Cream Deluxe,25,6.6666,2025-11-21,2025-11-21,Providence Express,Received,25,OnTime,Regular
PO-016062,2026-02-28,SunCoast Distributors,USA,WH-001,PRD-0130,PureChoice Ice Cream Deluxe,25,6.8511,2026-03-06,2026-03-06,Providence Express,Received,25,OnTime,Regular
PO-016063,2026-04-14,SunCoast Distributors,USA,WH-001,PRD-0130,PureChoice Ice Cream Deluxe,21,7.0298,2026-04-20,2026-04-20,Providence Express,Partial,12,OnTime,Regular
PO-016064,2026-05-01,SunCoast Distributors,USA,WH-001,PRD-0130,PureChoice Ice Cream Deluxe,21,6.8621,2026-05-07,2026-05-07,Providence Express,Received,21,OnTime,Regular
PO-016065,2026-08-01,SunCoast Distributors,USA,WH-001,PRD-0130,PureChoice Ice Cream Deluxe,25,6.9853,2026-08-07,2026-08-07,Providence Express,Partial,16,OnTime,Regular
PO-016066,2026-08-28,SunCoast Distributors,USA,WH-001,PRD-0130,PureChoice Ice Cream Deluxe,24,6.9046,2026-09-03,2026-09-03,Providence Express,Received,24,OnTime,Regular
PO-016067,2026-12-10,SunCoast Distributors,USA,WH-001,PRD-0130,PureChoice Ice Cream Deluxe,25,6.9371,2026-12-16,2026-12-16,Providence Express,Received,25,OnTime,Regular
PO-016068,2026-05-11,Continental Foods,Germany,WH-001,PRD-0131,EverGreen Ice Cream Plus,15,7.3248,2026-05-25,2026-05-25,Providence Express,Received,15,OnTime,Regular
PO-016069,2025-08-21,Pacific Rim Trading,Taiwan,WH-001,PRD-0132,ClearSpring Ice Cream Classic,51,6.4521,2025-09-08,2025-09-08,Providence Express,Received,51,OnTime,Regular
PO-016070,2025-10-03,Pacific Rim Trading,Taiwan,WH-001,PRD-0132,ClearSpring Ice Cream Classic,43,6.7598,2025-10-21,2025-10-31,Providence Express,Received,43,Late,Regular
PO-016071,2026-01-08,Pacific Rim Trading,Taiwan,WH-001,PRD-0132,ClearSpring Ice Cream Classic,52,6.7409,2026-01-26,2026-02-08,Providence Express,Received,52,Late,Regular
PO-016072,2026-04-11,Pacific Rim Trading,Taiwan,WH-001,PRD-0132,ClearSpring Ice Cream Classic,49,6.6159,2026-04-29,2026-05-09,Providence Express,Partial,32,Late,Regular
PO-016073,2026-05-19,Pacific Rim Trading,Taiwan,WH-001,PRD-0132,ClearSpring Ice Cream Classic,45,6.7659,2026-06-06,2026-06-06,Providence Express,Received,45,OnTime,Regular
PO-016074,2026-06-25,Pacific Rim Trading,Taiwan,WH-001,PRD-0132,ClearSpring Ice Cream Classic,49,7.3358,2026-07-13,2026-07-13,Providence Express,Received,49,OnTime,Regular
PO-016075,2026-07-23,Pacific Rim Trading,Taiwan,WH-001,PRD-0132,ClearSpring Ice Cream Classic,51,6.6885,2026-08-10,2026-08-10,Providence Express,Received,51,OnTime,Regular
PO-016076,2026-09-27,Pacific Rim Trading,Taiwan,WH-001,PRD-0132,ClearSpring Ice Cream Classic,44,6.7314,2026-10-15,2026-10-15,Providence Express,Received,44,OnTime,Regular
PO-016077,2026-12-05,Pacific Rim Trading,Taiwan,WH-001,PRD-0132,ClearSpring Ice Cream Classic,44,6.8504,2026-12-23,2026-12-23,Providence Express,Received,44,OnTime,Regular
PO-016078,2026-06-04,Pinnacle Supply Group,USA,WH-001,PRD-0134,PureChoice Vitamins Deluxe,35,13.2506,2026-06-07,2026-06-07,Providence Express,Received,35,OnTime,Regular
PO-016079,2026-11-24,Pinnacle Supply Group,USA,WH-001,PRD-0134,PureChoice Vitamins Deluxe,36,12.8988,2026-11-27,2026-11-27,Providence Express,Received,36,OnTime,Regular
PO-016080,2025-08-06,Pacific Rim Trading,Taiwan,WH-001,PRD-0135,BluePeak Vitamins Select,16,7.4553,2025-08-24,2025-09-08,Providence Express,Received,16,Late,Regular
PO-016081,2025-10-17,pacific rim trading,Taiwan,WH-001,PRD-0135,BluePeak Vitamins Select,16,8.0605,2025-11-04,2025-11-03,Providence Express,Received,16,Early,Regular
PO-016082,2026-03-28,Pacific Rim Trading,Taiwan,WH-001,PRD-0135,BluePeak Vitamins Select,19,7.2639,2026-04-15,2026-04-23,Providence Express,Received,19,Late,Regular
PO-016083,2026-07-29,Pacific Rim Trading,Taiwan,WH-001,PRD-0135,BluePeak Vitamins Select,16,7.4933,2026-08-16,2026-08-16,Providence Express,Received,16,OnTime,Regular
PO-016084,2026-10-01,Pacific Rim Trading,Taiwan,WH-001,PRD-0135,BluePeak Vitamins Select,22,7.4698,2026-10-19,2026-10-19,Providence Express,Received,22,OnTime,Regular
PO-016085,2025-10-02,titan food brokers,USA,WH-001,PRD-0136,FreshFirst Vitamins Plus,21,7.1678,2025-10-07,2025-10-07,Providence Express,Received,21,OnTime,Regular
PO-016086,2025-11-07,Titan Food Brokers,USA,WH-001,PRD-0136,FreshFirst Vitamins Plus,25,7.1626,2025-11-12,2025-11-12,Providence Express,Partial,21,OnTime,Regular
PO-016087,2025-11-20,Titan Food Brokers,USA,WH-001,PRD-0136,FreshFirst Vitamins Plus,28,6.8707,2025-11-25,2025-11-25,Providence Express,Received,28,OnTime,Regular
PO-016088,2025-12-09,Titan Food Brokers,USA,WH-001,PRD-0136,FreshFirst Vitamins Plus,24,6.9676,2025-12-14,2025-12-14,Providence Express,Received,24,OnTime,Regular
PO-016089,2026-01-22,TITAN FOOD BROKERS,USA,WH-001,PRD-0136,FreshFirst Vitamins Plus,28,7.119,2026-01-27,2026-01-27,Providence Express,Received,28,OnTime,Regular
PO-016090,2026-02-19,Titan Food Brokers,USA,WH-001,PRD-0136,FreshFirst Vitamins Plus,26,7.0712,2026-02-24,2026-02-23,Providence Express,Received,26,Early,Regular
PO-016091,2026-03-05,Titan Food Brokers,USA,WH-001,PRD-0136,FreshFirst Vitamins Plus,25,7.2307,2026-03-10,2026-03-10,Providence Express,Received,25,OnTime,Regular
PO-016092,2026-03-24,Titan Food Brokers,USA,WH-001,PRD-0136,FreshFirst Vitamins Plus,28,7.1389,2026-03-29,2026-03-29,Providence Express,Partial,23,OnTime,Regular
PO-016093,2026-04-26,Titan Food Brokers,USA,WH-001,PRD-0136,FreshFirst Vitamins Plus,32,6.9582,2026-05-01,2026-05-01,Providence Express,Received,32,OnTime,Regular
PO-016094,2026-05-21,TITAN FOOD BROKERS,USA,WH-001,PRD-0136,FreshFirst Vitamins Plus,34,7.0468,2026-05-26,2026-05-26,Providence Express,Received,34,OnTime,Regular
PO-016095,2026-07-30,Titan Food Brokers,USA,WH-001,PRD-0136,FreshFirst Vitamins Plus,36,7.0833,2026-08-04,2026-08-04,Providence Express,Received,36,OnTime,Regular
PO-016096,2026-08-27,Titan Food Brokers,USA,WH-001,PRD-0136,FreshFirst Vitamins Plus,31,7.0289,2026-09-01,2026-09-01,Providence Express,Received,31,OnTime,Regular
PO-016097,2026-10-25,Titan Food Brokers,USA,WH-001,PRD-0136,FreshFirst Vitamins Plus,35,7.1525,2026-10-30,2026-10-30,Providence Express,Received,35,OnTime,Regular
PO-016098,2026-11-27,Titan Food Brokers,USA,WH-001,PRD-0136,FreshFirst Vitamins Plus,40,7.3653,2026-12-02,2026-12-02,Providence Express,Received,40,OnTime,Regular
PO-016099,2026-12-26,Titan Food Brokers,USA,WH-001,PRD-0136,FreshFirst Vitamins Plus,40,7.1789,2026-12-31,2026-12-31,Providence Express,Partial,27,OnTime,Regular
PO-016100,2025-12-28,Pacific Rim Trading,Taiwan,WH-001,PRD-0137,FreshFirst Vitamins Plus,17,7.3255,2026-01-15,2026-01-15,Providence Express,Received,17,OnTime,Regular
PO-016101,2026-02-08,Pacific Rim Trading,Taiwan,WH-001,PRD-0137,FreshFirst Vitamins Plus,10,7.2321,2026-02-26,2026-03-07,Providence Express,Received,10,Late,Regular
PO-016102,2026-05-07,Pacific Rim Trading,Taiwan,WH-001,PRD-0137,FreshFirst Vitamins Plus,10,7.2796,2026-05-25,2026-05-25,Providence Express,Received,10,OnTime,Regular
PO-016103,2026-11-28,Pacific Rim Trading,Taiwan,WH-001,PRD-0137,FreshFirst Vitamins Plus,13,7.4597,2026-12-16,2026-12-16,Providence Express,Received,13,OnTime,Regular
PO-016104,2026-12-30,Pacific Rim Trading,Taiwan,WH-001,PRD-0137,FreshFirst Vitamins Plus,12,7.2639,2026-12-31,2026-12-31,Providence Express,Received,12,OnTime,Regular
PO-016105,2025-04-30,Harvest Fields LLC,USA,WH-001,PRD-0138,SunRise Vitamins Deluxe,25,15.3939,2025-05-05,2025-05-05,Providence Express,Received,25,OnTime,Regular
PO-016106,2025-08-29,Harvest Fields LLC,USA,WH-001,PRD-0138,SunRise Vitamins Deluxe,24,16.0767,2025-09-03,2025-09-03,Providence Express,Partial,21,OnTime,Regular
PO-016107,2025-11-03,Harvest Fields LLC,USA,WH-001,PRD-0138,SunRise Vitamins Deluxe,25,15.7347,2025-11-08,2025-11-08,Providence Express,Received,25,OnTime,Regular
PO-016108,2025-12-10,Harvest Fields LLC,USA,WH-001,PRD-0138,SunRise Vitamins Deluxe,25,15.7349,2025-12-15,2025-12-15,Providence Express,Received,25,OnTime,Regular
PO-016109,2026-02-01,Harvest Fields LLC,USA,WH-001,PRD-0138,SunRise Vitamins Deluxe,25,16.0376,2026-02-06,2026-02-06,Providence Express,Partial,21,OnTime,Regular
PO-016110,2026-02-12,Harvest Fields LLC,USA,WH-001,PRD-0138,SunRise Vitamins Deluxe,25,15.7078,2026-02-17,2026-02-17,Providence Express,Received,25,OnTime,Regular
