logisticsid,po_id,carrier,shipmentmode,freightcost,expecteddelivery,actualdelivery,shipmentstatus,origincountry,destinationstore
LOG-020833,PO-020833,Ryder,Truck,40.77,2026-11-29,2026-11-29,Delivered,USA,Milwaukee Compact
LOG-020834,PO-020834,FedEx Freight,Rail,18.73,2026-09-07,2026-09-21,Delivered,Taiwan,Milwaukee Compact
LOG-020835,PO-020835,Echo Global,Air,11.25,2026-12-31,2026-12-31,Delivered,Taiwan,Milwaukee Compact
LOG-020836,PO-020836,XPO Logistics,Truck,8.0,2026-11-17,2026-11-24,Delivered,UAE,Milwaukee Compact
LOG-020837,PO-020837,Ryder,Air,14.69,2026-06-17,2026-06-15,Delivered,USA,Milwaukee Compact
LOG-020838,PO-020838,XPO Logistics,Truck,10.33,2026-07-11,2026-07-11,Delivered,USA,Milwaukee Compact
LOG-020839,PO-020839,FedEx Freight,Rail,11.75,2026-11-27,2026-11-27,Delivered,USA,Milwaukee Compact
LOG-020840,PO-020840,Ryder,Truck,4.56,2026-08-31,2026-08-29,Delivered,USA,Milwaukee Compact
LOG-020841,PO-020841,UPS Supply Chain,Air,6.7,2026-10-30,2026-10-30,Delivered,USA,Milwaukee Compact
LOG-020842,PO-020842,XPO Logistics,Rail,7.82,2026-12-27,2026-12-27,Delivered,USA,Milwaukee Compact
LOG-020843,PO-020843,Echo Global,Truck,3.56,2026-08-28,2026-08-27,Delivered,China,Milwaukee Compact
LOG-020844,PO-020844,J.B. Hunt,Air,3.49,2026-12-31,2026-12-31,Delivered,China,Milwaukee Compact
LOG-020845,PO-020845,J.B. Hunt,Truck,5.96,2026-06-20,2026-06-20,Delivered,USA,Milwaukee Compact
LOG-020846,PO-020846,Ryder,Truck,10.67,2026-12-31,2026-12-31,Delivered,USA,Milwaukee Compact
LOG-020847,PO-020847,J.B. Hunt,Truck,4.07,2026-09-19,2026-09-23,Delivered,China,Milwaukee Compact
LOG-020848,PO-020848,FedEx Freight,Truck,10.51,2026-12-14,2026-12-14,Delivered,China,Milwaukee Compact
LOG-020849,PO-020849,Echo Global,Truck,14.05,2026-08-08,2026-08-23,Delivered,China,Milwaukee Compact
LOG-020850,PO-020850,Echo Global,Sea,19.14,2026-06-18,2026-06-18,Delivered,UAE,Milwaukee Compact
LOG-020851,PO-020851,UPS Supply Chain,Sea,11.74,2026-08-11,2026-08-11,Delivered,USA,Milwaukee Compact
LOG-020852,PO-020852,J.B. Hunt,Truck,13.89,2026-11-21,2026-11-21,Delivered,USA,Milwaukee Compact
LOG-020853,PO-020853,FedEx Freight,Truck,13.52,2026-09-03,2026-09-16,Delivered,China,Milwaukee Compact
LOG-020854,PO-020854,Echo Global,Sea,1.11,2026-10-23,2026-10-23,Delivered,USA,Milwaukee Compact
LOG-020855,PO-020855,FedEx Freight,Air,1.06,2026-11-22,2026-11-22,Delivered,USA,Milwaukee Compact
LOG-020856,PO-020856,FedEx Freight,Air,2.0,2026-12-20,2026-12-20,Delivered,USA,Milwaukee Compact
LOG-020857,PO-020857,J.B. Hunt,Truck,1.0,2026-12-31,2026-12-31,Delivered,USA,Milwaukee Compact
LOG-020858,PO-020858,J.B. Hunt,Truck,2.03,2026-09-13,2026-09-13,Delivered,USA,Milwaukee Compact
LOG-020859,PO-020859,FedEx Freight,Truck,1.93,2026-12-31,2026-12-31,Delivered,USA,Milwaukee Compact
LOG-020860,PO-020860,J.B. Hunt,Sea,1.01,2026-12-06,2026-12-06,Delivered,Canada,Milwaukee Compact
LOG-020861,PO-020861,Echo Global,Air,0.94,2026-12-31,2026-12-31,Delivered,Canada,Milwaukee Compact
LOG-020862,PO-020862,Ryder,Truck,2.13,2026-06-08,2026-06-06,Delivered,USA,Milwaukee Compact
LOG-020863,PO-020863,Ryder,Sea,2.61,2026-08-29,2026-08-29,Delivered,USA,Milwaukee Compact
LOG-020864,PO-020864,Ryder,Truck,4.09,2026-09-06,2026-09-06,Delivered,USA,Milwaukee Compact
LOG-020865,PO-020865,Echo Global,Rail,3.38,2026-10-27,2026-10-27,Delivered,USA,Milwaukee Compact
LOG-020866,PO-020866,FedEx Freight,Truck,3.23,2026-12-04,2026-12-04,Delivered,USA,Milwaukee Compact
LOG-020867,PO-020867,XPO Logistics,Truck,1.79,2026-12-29,2026-12-29,Delivered,USA,Milwaukee Compact
LOG-020868,PO-020868,UPS Supply Chain,Truck,6.04,2026-09-15,2026-09-15,Delivered,USA,Milwaukee Compact
LOG-020869,PO-020869,Ryder,Truck,7.38,2026-12-30,2026-12-30,Delivered,USA,Milwaukee Compact
LOG-020870,PO-020870,UPS Supply Chain,Truck,5.44,2026-08-12,2026-08-12,Delivered,USA,Milwaukee Compact
LOG-020871,PO-020871,XPO Logistics,Truck,4.47,2026-12-28,2026-12-28,Delivered,USA,Milwaukee Compact
LOG-020872,PO-020872,FedEx Freight,Rail,4.32,2026-06-17,2026-06-17,Delivered,USA,Milwaukee Compact
LOG-020873,PO-020873,FedEx Freight,Truck,3.59,2026-10-21,2026-10-21,Delivered,USA,Milwaukee Compact
LOG-020874,PO-020874,FedEx Freight,Truck,4.4,2026-12-31,2026-12-31,Delivered,USA,Milwaukee Compact
LOG-020875,PO-020875,UPS Supply Chain,Truck,1.82,2026-10-26,2026-10-26,Delivered,USA,Milwaukee Compact
LOG-020876,PO-020876,FedEx Freight,Sea,2.57,2026-12-21,2026-12-21,Delivered,USA,Milwaukee Compact
LOG-020877,PO-020877,XPO Logistics,Air,11.7,2026-10-15,2026-10-15,Delivered,China,Milwaukee Compact
LOG-020878,PO-020878,XPO Logistics,Truck,8.96,2026-08-16,2026-08-15,Delivered,USA,Milwaukee Compact
LOG-020879,PO-020879,FedEx Freight,Truck,8.33,2026-09-22,2026-09-22,Delivered,USA,Milwaukee Compact
LOG-020880,PO-020880,XPO Logistics,Truck,16.36,2026-12-01,2026-12-01,Delivered,USA,Milwaukee Compact
LOG-020881,PO-020881,Ryder,Truck,15.84,2026-09-03,2026-09-03,Delivered,USA,Milwaukee Compact
LOG-020882,PO-020882,XPO Logistics,Truck,7.79,2026-08-29,2026-09-09,Delivered,Canada,Milwaukee Compact
LOG-020883,PO-020883,J.B. Hunt,Air,9.58,2026-12-28,2026-12-28,Delivered,Canada,Milwaukee Compact
LOG-020884,PO-020884,J.B. Hunt,Truck,2.61,2026-06-24,2026-06-22,Delivered,Canada,Milwaukee Compact
LOG-020885,PO-020885,XPO Logistics,Truck,2.25,2026-10-21,2026-10-19,Delivered,Canada,Milwaukee Compact
LOG-020886,PO-020886,UPS Supply Chain,Truck,2.75,2026-12-31,2026-12-31,Delivered,USA,Milwaukee Compact
LOG-020887,PO-020887,Ryder,Truck,4.54,2026-06-26,2026-06-26,Delivered,USA,Milwaukee Compact
LOG-020888,PO-020888,J.B. Hunt,Air,2.54,2026-10-08,2026-10-08,Delivered,USA,Milwaukee Compact
LOG-020889,PO-020889,FedEx Freight,Truck,4.86,2026-12-17,2026-12-17,Delivered,USA,Milwaukee Compact
LOG-020890,PO-020890,Ryder,Sea,8.9,2026-10-31,2026-10-31,Delivered,USA,Milwaukee Compact
LOG-020891,PO-020891,J.B. Hunt,Truck,12.15,2026-12-09,2026-12-09,Delivered,UAE,Milwaukee Compact
LOG-020892,PO-020892,UPS Supply Chain,Rail,9.74,2026-08-07,2026-08-07,Delivered,USA,Milwaukee Compact
LOG-020893,PO-020893,J.B. Hunt,Truck,12.35,2026-10-07,2026-10-07,Delivered,USA,Milwaukee Compact
LOG-020894,PO-020894,J.B. Hunt,Air,18.76,2026-10-30,2026-10-30,Delivered,USA,Milwaukee Compact
LOG-020895,PO-020895,UPS Supply Chain,Truck,12.37,2026-11-21,2026-11-21,Delivered,USA,Milwaukee Compact
LOG-020896,PO-020896,XPO Logistics,Air,18.06,2026-12-23,2026-12-23,Delivered,USA,Milwaukee Compact
LOG-020897,PO-020897,Ryder,Sea,12.98,2026-07-24,2026-07-24,Delivered,Mexico,Milwaukee Compact
LOG-020898,PO-020898,FedEx Freight,Truck,18.66,2026-09-23,2026-09-23,Delivered,Mexico,Milwaukee Compact
LOG-020899,PO-020899,Echo Global,Rail,29.27,2026-12-03,2026-12-03,Delivered,Mexico,Milwaukee Compact
LOG-020900,PO-020900,UPS Supply Chain,Air,21.61,2026-12-16,2026-12-16,Delivered,Mexico,Milwaukee Compact
LOG-020901,PO-020901,FedEx Freight,Rail,16.99,2026-09-19,2026-09-19,Delivered,USA,Milwaukee Compact
LOG-020902,PO-020902,J.B. Hunt,Truck,11.34,2026-12-28,2026-12-28,Delivered,USA,Milwaukee Compact
LOG-020903,PO-020903,Echo Global,Truck,9.79,2026-08-20,2026-08-20,Delivered,USA,Milwaukee Compact
LOG-020904,PO-020904,J.B. Hunt,Truck,9.25,2026-11-03,2026-11-03,Delivered,USA,Milwaukee Compact
LOG-020905,PO-020905,UPS Supply Chain,Truck,13.9,2026-12-05,2026-12-05,Delivered,USA,Milwaukee Compact
LOG-020906,PO-020906,UPS Supply Chain,Air,12.31,2026-12-31,2026-12-31,Delivered,USA,Milwaukee Compact
LOG-020907,PO-020907,J.B. Hunt,Air,6.05,2026-10-03,2026-10-03,Delivered,Canada,Milwaukee Compact
LOG-020908,PO-020908,FedEx Freight,Sea,9.6,2026-11-22,2026-11-22,Delivered,Canada,Milwaukee Compact
LOG-020909,PO-020909,XPO Logistics,Truck,9.77,2026-11-08,2026-11-13,Delivered,USA,Milwaukee Compact
LOG-020910,PO-020910,UPS Supply Chain,Air,4.76,2026-07-08,2026-07-08,Delivered,USA,Milwaukee Compact
LOG-020911,PO-020911,XPO Logistics,Rail,3.24,2026-11-13,2026-11-13,Delivered,USA,Milwaukee Compact
LOG-020912,PO-020912,XPO Logistics,Sea,3.75,2026-09-08,2026-09-08,Delivered,USA,Milwaukee Compact
LOG-020913,PO-020913,J.B. Hunt,Truck,5.02,2026-07-03,2026-07-03,Delivered,USA,Milwaukee Compact
LOG-020914,PO-020914,FedEx Freight,Truck,13.75,2026-10-02,2026-10-02,Delivered,USA,Milwaukee Compact
LOG-020915,PO-020915,Ryder,Truck,10.96,2026-11-17,2026-11-17,Delivered,USA,Milwaukee Compact
LOG-020916,PO-020916,Echo Global,Air,11.57,2026-12-01,2026-12-01,Delivered,USA,Milwaukee Compact
LOG-020917,PO-020917,XPO Logistics,Air,9.57,2026-12-26,2026-12-25,Delivered,USA,Milwaukee Compact
LOG-020918,PO-020918,UPS Supply Chain,Sea,20.34,2026-09-05,2026-09-17,Delivered,UAE,Milwaukee Compact
LOG-020919,PO-020919,UPS Supply Chain,Truck,23.63,2026-10-27,2026-10-27,Delivered,UAE,Milwaukee Compact
LOG-020920,PO-020920,Echo Global,Truck,5.57,2026-07-26,2026-07-26,Delivered,Germany,Milwaukee Compact
LOG-020921,PO-020921,Echo Global,Truck,5.0,2026-12-25,2026-12-25,Delivered,Germany,Milwaukee Compact
LOG-020922,PO-020922,UPS Supply Chain,Rail,4.49,2026-12-31,2026-12-31,Delivered,Germany,Milwaukee Compact
LOG-020923,PO-020923,FedEx Freight,Sea,4.71,2026-10-13,2026-10-21,Delivered,UAE,Milwaukee Compact
LOG-020924,PO-020924,Ryder,Truck,6.37,2026-12-30,2026-12-30,Delivered,USA,Milwaukee Compact
LOG-020925,PO-020925,XPO Logistics,Truck,3.43,2026-12-31,2026-12-31,Delivered,USA,Milwaukee Compact
LOG-020926,PO-020926,Ryder,Truck,9.98,2026-09-12,2026-09-12,Delivered,USA,Milwaukee Compact
LOG-020927,PO-020927,J.B. Hunt,Truck,23.49,2026-11-09,2026-11-09,Delivered,Taiwan,Milwaukee Compact
LOG-020928,PO-020928,FedEx Freight,Air,20.6,2026-11-03,2026-11-03,Delivered,USA,Milwaukee Compact
LOG-020929,PO-020929,J.B. Hunt,Truck,26.67,2026-11-13,2026-11-13,Delivered,USA,Milwaukee Compact
LOG-020930,PO-020930,Ryder,Truck,17.92,2026-11-27,2026-11-27,Delivered,USA,Milwaukee Compact
LOG-020931,PO-020931,Echo Global,Truck,29.07,2026-08-23,2026-08-23,Delivered,USA,Milwaukee Compact
LOG-020932,PO-020932,UPS Supply Chain,Air,30.82,2026-11-07,2026-11-05,Delivered,USA,Milwaukee Compact
LOG-020933,PO-020933,Ryder,Air,25.7,2026-12-31,2026-12-31,Delivered,USA,Milwaukee Compact
LOG-020934,PO-020934,UPS Supply Chain,Truck,17.09,2026-07-05,2026-07-05,Delivered,USA,Milwaukee Compact
LOG-020935,PO-020935,FedEx Freight,Sea,14.1,2026-10-19,2026-10-19,Delivered,USA,Milwaukee Compact
LOG-020936,PO-020936,FedEx Freight,Truck,11.49,2026-11-23,2026-11-23,Delivered,USA,Milwaukee Compact
LOG-020937,PO-020937,J.B. Hunt,Air,19.23,2026-12-21,2026-12-21,Delivered,USA,Milwaukee Compact
LOG-020938,PO-020938,Echo Global,Truck,33.31,2026-08-20,2026-08-20,Delivered,USA,Milwaukee Compact
LOG-020939,PO-020939,Ryder,Air,32.32,2026-11-13,2026-11-13,Delivered,USA,Milwaukee Compact
LOG-020940,PO-020940,Ryder,Truck,31.82,2026-12-08,2026-12-08,Delivered,USA,Milwaukee Compact
LOG-020941,PO-020941,XPO Logistics,Truck,2.96,2026-09-11,2026-09-11,Delivered,USA,Milwaukee Compact
LOG-020942,PO-020942,J.B. Hunt,Truck,10.59,2026-10-30,2026-10-30,Delivered,USA,Milwaukee Compact
LOG-020943,PO-020943,Ryder,Truck,7.41,2026-11-04,2026-11-04,Delivered,USA,Milwaukee Compact
LOG-020944,PO-020944,FedEx Freight,Truck,7.0,2026-12-12,2026-12-12,Delivered,USA,Milwaukee Compact
LOG-020945,PO-020945,UPS Supply Chain,Air,26.02,2026-09-27,2026-09-27,Delivered,USA,Milwaukee Compact
LOG-020946,PO-020946,Ryder,Sea,34.12,2026-12-31,2026-12-31,Delivered,USA,Milwaukee Compact
LOG-020947,PO-020947,XPO Logistics,Air,21.9,2026-12-06,2026-12-06,Delivered,USA,Milwaukee Compact
LOG-020948,PO-020948,FedEx Freight,Truck,34.39,2026-09-02,2026-09-02,Delivered,USA,Milwaukee Compact
LOG-020949,PO-020949,J.B. Hunt,Truck,35.86,2026-12-27,2026-12-27,Delivered,USA,Milwaukee Compact
LOG-020950,PO-020950,J.B. Hunt,Air,6.25,2026-08-08,2026-08-08,Delivered,Canada,Milwaukee Compact
LOG-020951,PO-020951,Echo Global,Rail,5.87,2026-09-27,2026-09-27,Delivered,Canada,Milwaukee Compact
LOG-020952,PO-020952,Echo Global,Rail,4.36,2026-11-03,2026-11-03,Delivered,Canada,Milwaukee Compact
LOG-020953,PO-020953,XPO Logistics,Rail,6.44,2026-12-05,2026-12-05,Delivered,Canada,Milwaukee Compact
LOG-020954,PO-020954,J.B. Hunt,Rail,6.73,2026-10-12,2026-10-14,Delivered,USA,Milwaukee Compact
LOG-020955,PO-020955,Echo Global,Truck,5.34,2026-10-03,2026-10-03,Delivered,USA,Milwaukee Compact
LOG-020956,PO-020956,Echo Global,Rail,20.85,2026-06-24,2026-06-24,Delivered,USA,Milwaukee Compact
LOG-020957,PO-020957,UPS Supply Chain,Sea,12.49,2026-09-10,2026-09-12,Delivered,USA,Milwaukee Compact
LOG-020958,PO-020958,Ryder,Truck,15.84,2026-11-25,2026-11-25,Delivered,USA,Milwaukee Compact
LOG-020959,PO-020959,XPO Logistics,Truck,25.93,2026-12-23,2026-12-23,Delivered,USA,Milwaukee Compact
LOG-020960,PO-020960,Ryder,Air,13.48,2026-07-23,2026-07-21,Delivered,USA,Milwaukee Compact
LOG-020961,PO-020961,FedEx Freight,Air,6.65,2026-11-30,2026-11-30,Delivered,USA,Milwaukee Compact
LOG-020962,PO-020962,Echo Global,Air,14.27,2026-08-10,2026-08-10,Delivered,UAE,Milwaukee Compact
LOG-020963,PO-020963,J.B. Hunt,Air,12.09,2026-11-03,2026-11-03,Delivered,UAE,Milwaukee Compact
LOG-020964,PO-020964,FedEx Freight,Rail,10.29,2026-12-31,2026-12-31,Delivered,UAE,Milwaukee Compact
LOG-E20965,PO-E20965,FedEx Freight,Air,6.18,2026-03-02,2026-03-03,Delivered,China,Indianapolis Standard
LOG-E20966,PO-E20966,FedEx Freight,Air,5.72,2026-04-21,2026-04-22,Delivered,USA,Atlanta Flagship
LOG-E20967,PO-E20967,FedEx Freight,Air,5.72,2025-11-05,2025-11-05,Delivered,USA,Chicago Flagship
LOG-E20968,PO-E20968,FedEx Freight,Air,21.03,2024-11-23,2024-11-22,Delivered,UAE,Denver Standard
LOG-E20969,PO-E20969,FedEx Freight,Air,10.03,2026-01-03,2026-01-02,Delivered,Germany,Philadelphia Standard
LOG-E20970,PO-E20970,FedEx Freight,Air,8.52,2025-11-06,2025-11-05,Delivered,USA,Atlanta Flagship
LOG-E20971,PO-E20971,FedEx Freight,Air,13.13,2026-08-25,2026-08-24,Delivered,USA,Indianapolis Standard
LOG-E20972,PO-E20972,FedEx Freight,Air,9.18,2026-12-16,2026-12-17,Delivered,USA,Columbus Standard
LOG-E20973,PO-E20973,FedEx Freight,Air,8.52,2026-06-30,2026-06-29,Delivered,USA,Nashville Compact
LOG-E20974,PO-E20974,FedEx Freight,Air,1.62,2026-07-15,2026-07-15,Delivered,USA,Boston Flagship
LOG-E20975,PO-E20975,FedEx Freight,Air,10.85,2026-07-02,2026-07-01,Delivered,USA,Raleigh Standard
LOG-E20976,PO-E20976,FedEx Freight,Air,4.71,2025-04-24,2025-04-24,Delivered,USA,Charlotte Standard
LOG-E20977,PO-E20977,FedEx Freight,Air,10.11,2026-05-10,2026-05-10,Delivered,UAE,Tampa Compact
LOG-E20978,PO-E20978,FedEx Freight,Air,10.06,2026-01-30,2026-01-30,Delivered,Canada,Denver Standard
LOG-E20979,PO-E20979,FedEx Freight,Air,8.38,2026-08-28,2026-08-28,Delivered,UAE,Boston Flagship
LOG-E20980,PO-E20980,FedEx Freight,Air,5.18,2025-09-25,2025-09-25,Delivered,USA,Philadelphia Standard
LOG-E20981,PO-E20981,FedEx Freight,Air,14.32,2026-11-08,2026-11-07,Delivered,UAE,Columbus Standard
LOG-E20982,PO-E20982,FedEx Freight,Air,8.87,2025-01-03,2025-01-04,Delivered,Mexico,Denver Standard
LOG-E20983,PO-E20983,FedEx Freight,Air,8.93,2026-12-09,2026-12-08,Delivered,China,Nashville Compact
LOG-E20984,PO-E20984,FedEx Freight,Air,4.68,2024-11-13,2024-11-13,Delivered,China,Denver Standard
LOG-E20985,PO-E20985,FedEx Freight,Air,3.42,2025-12-04,2025-12-04,Delivered,Canada,Boston Flagship
LOG-E20986,PO-E20986,FedEx Freight,Air,5.16,2026-02-25,2026-02-25,Delivered,USA,Atlanta Flagship
LOG-E20987,PO-E20987,FedEx Freight,Air,3.08,2025-12-20,2025-12-20,Delivered,Canada,Chicago Flagship
LOG-E20988,PO-E20988,FedEx Freight,Air,1.83,2026-01-01,2025-12-31,Delivered,USA,Philadelphia Standard
LOG-E20989,PO-E20989,FedEx Freight,Air,57.96,2025-11-20,2025-11-21,Delivered,Canada,Phoenix Compact
LOG-E20990,PO-E20990,FedEx Freight,Air,13.11,2025-11-20,2025-11-20,Delivered,USA,Columbus Standard
LOG-E20991,PO-E20991,FedEx Freight,Air,20.02,2025-07-06,2025-07-05,Delivered,Taiwan,Phoenix Compact
LOG-E20992,PO-E20992,FedEx Freight,Air,5.83,2026-12-31,2026-12-30,Delivered,Germany,Denver Standard
LOG-E20993,PO-E20993,FedEx Freight,Air,4.07,2026-10-22,2026-10-22,Delivered,USA,Nashville Compact
LOG-E20994,PO-E20994,FedEx Freight,Air,14.77,2026-07-16,2026-07-17,Delivered,USA,Boston Flagship
LOG-E20995,PO-E20995,FedEx Freight,Air,3.69,2025-05-12,2025-05-13,Delivered,China,Denver Standard
LOG-E20996,PO-E20996,FedEx Freight,Air,10.03,2026-12-31,2026-12-31,Delivered,Germany,Detroit Compact
LOG-E20997,PO-E20997,FedEx Freight,Air,10.36,2025-02-13,2025-02-14,Delivered,Canada,Denver Standard
LOG-E20998,PO-E20998,FedEx Freight,Air,5.78,2026-04-09,2026-04-09,Delivered,USA,Providence Express
LOG-E20999,PO-E20999,FedEx Freight,Air,4.94,2026-01-28,2026-01-29,Delivered,USA,Philadelphia Standard
LOG-E21000,PO-E21000,FedEx Freight,Air,11.29,2026-03-27,2026-03-27,Delivered,UAE,Tampa Compact
LOG-E21001,PO-E21001,FedEx Freight,Air,15.73,2026-03-10,2026-03-10,Delivered,USA,Columbus Standard
LOG-E21002,PO-E21002,FedEx Freight,Air,20.02,2026-06-08,2026-06-08,Delivered,Taiwan,Phoenix Compact
LOG-E21003,PO-E21003,FedEx Freight,Air,15.49,2025-07-08,2025-07-08,Delivered,China,Boston Flagship
LOG-E21004,PO-E21004,FedEx Freight,Air,18.53,2027-01-07,2027-01-07,In Transit,China,Columbus Standard
LOG-E21005,PO-E21005,FedEx Freight,Air,15.15,2025-04-24,2025-04-23,Delivered,USA,Boston Flagship
LOG-E21006,PO-E21006,FedEx Freight,Air,34.41,2026-05-24,2026-05-23,Delivered,Taiwan,Columbus Standard
LOG-E21007,PO-E21007,FedEx Freight,Air,5.8,2026-11-03,2026-11-03,Delivered,USA,Columbus Standard
LOG-E21008,PO-E21008,FedEx Freight,Air,10.13,2026-03-12,2026-03-12,Delivered,USA,Providence Express
LOG-E21009,PO-E21009,FedEx Freight,Air,6.19,2025-12-04,2025-12-05,Delivered,USA,Denver Standard
LOG-E21010,PO-E21010,FedEx Freight,Air,14.32,2026-09-26,2026-09-25,Delivered,UAE,Charlotte Standard
LOG-E21011,PO-E21011,FedEx Freight,Air,6.19,2026-11-17,2026-11-16,Delivered,USA,Detroit Compact
LOG-E21012,PO-E21012,FedEx Freight,Air,14.52,2026-12-07,2026-12-08,Delivered,China,Indianapolis Standard
LOG-E21013,PO-E21013,FedEx Freight,Air,6.46,2026-04-08,2026-04-08,Delivered,USA,Charlotte Standard
LOG-E21014,PO-E21014,FedEx Freight,Air,7.86,2026-03-27,2026-03-26,Delivered,Canada,Salt Lake City Express
LOG-E21015,PO-E21015,FedEx Freight,Air,3.43,2025-06-22,2025-06-21,Delivered,UAE,Charlotte Standard
LOG-E21016,PO-E21016,FedEx Freight,Air,4.68,2026-09-01,2026-08-31,Delivered,China,Denver Standard
LOG-E21017,PO-E21017,FedEx Freight,Air,6.16,2025-06-24,2025-06-25,Delivered,China,Charlotte Standard
LOG-E21018,PO-E21018,FedEx Freight,Air,8.52,2025-09-25,2025-09-24,Delivered,USA,Providence Express
LOG-E21019,PO-E21019,FedEx Freight,Air,6.06,2026-09-09,2026-09-10,Delivered,USA,Chicago Flagship
LOG-E21020,PO-E21020,FedEx Freight,Air,23.2,2026-11-18,2026-11-19,Delivered,USA,Denver Standard
LOG-E21021,PO-E21021,FedEx Freight,Air,8.34,2026-04-09,2026-04-10,Delivered,USA,Raleigh Standard
LOG-E21022,PO-E21022,FedEx Freight,Air,20.61,2025-10-23,2025-10-23,Delivered,Canada,Indianapolis Standard
LOG-E21023,PO-E21023,FedEx Freight,Air,28.64,2024-11-20,2024-11-19,Delivered,USA,Philadelphia Standard
LOG-E21024,PO-E21024,FedEx Freight,Air,13.32,2025-04-10,2025-04-09,Delivered,Canada,Philadelphia Standard
LOG-E21025,PO-E21025,FedEx Freight,Air,12.64,2026-10-06,2026-10-05,Delivered,USA,Detroit Compact
LOG-E21026,PO-E21026,FedEx Freight,Air,2.38,2026-05-08,2026-05-07,Delivered,Canada,Atlanta Flagship
LOG-E21027,PO-E21027,FedEx Freight,Air,11.54,2026-02-25,2026-02-25,Delivered,Mexico,Indianapolis Standard
LOG-E21028,PO-E21028,FedEx Freight,Air,16.25,2025-11-06,2025-11-06,Delivered,USA,Phoenix Compact
LOG-E21029,PO-E21029,FedEx Freight,Air,3.37,2025-03-25,2025-03-26,Delivered,USA,Boston Flagship
LOG-E21030,PO-E21030,FedEx Freight,Air,9.12,2026-09-24,2026-09-25,Delivered,USA,Salt Lake City Express
LOG-E21031,PO-E21031,FedEx Freight,Air,4.94,2025-12-30,2025-12-30,Delivered,USA,Providence Express
LOG-E21032,PO-E21032,FedEx Freight,Air,3.09,2026-07-16,2026-07-15,Delivered,USA,Denver Standard
LOG-E21033,PO-E21033,FedEx Freight,Air,10.36,2026-07-01,2026-07-01,Delivered,Canada,Denver Standard
LOG-E21034,PO-E21034,FedEx Freight,Air,6.24,2025-03-19,2025-03-18,Delivered,China,Boston Flagship
LOG-E21035,PO-E21035,FedEx Freight,Air,16.95,2026-06-02,2026-06-02,Delivered,USA,Denver Standard
LOG-E21036,PO-E21036,FedEx Freight,Air,3.42,2026-06-19,2026-06-19,Delivered,Canada,Tampa Compact
LOG-E21037,PO-E21037,FedEx Freight,Air,1.83,2025-12-17,2025-12-18,Delivered,USA,Phoenix Compact
LOG-E21038,PO-E21038,FedEx Freight,Air,9.12,2026-11-17,2026-11-16,Delivered,USA,Indianapolis Standard
LOG-E21039,PO-E21039,FedEx Freight,Air,3.43,2025-10-26,2025-10-27,Delivered,UAE,Tampa Compact
LOG-E21040,PO-E21040,FedEx Freight,Air,5.18,2026-05-20,2026-05-21,Delivered,USA,Boston Flagship
LOG-E21041,PO-E21041,FedEx Freight,Air,8.38,2026-09-27,2026-09-28,Delivered,UAE,Tampa Compact
LOG-E21042,PO-E21042,FedEx Freight,Air,3.09,2026-08-27,2026-08-26,Delivered,USA,Indianapolis Standard
LOG-E21043,PO-E21043,FedEx Freight,Air,28.45,2025-04-10,2025-04-11,Delivered,USA,Philadelphia Standard
LOG-E21044,PO-E21044,FedEx Freight,Air,12.2,2026-09-29,2026-09-30,Delivered,China,Indianapolis Standard
LOG-E21045,PO-E21045,FedEx Freight,Air,3.48,2025-07-02,2025-07-03,Delivered,USA,Charlotte Standard
LOG-E21046,PO-E21046,FedEx Freight,Air,5.2,2026-10-27,2026-10-26,Delivered,China,Indianapolis Standard
LOG-E21047,PO-E21047,FedEx Freight,Air,12.33,2026-04-09,2026-04-08,Delivered,Canada,Columbus Standard
LOG-E21048,PO-E21048,FedEx Freight,Air,10.22,2025-11-26,2025-11-27,Delivered,China,Nashville Compact
LOG-E21049,PO-E21049,FedEx Freight,Air,2.38,2026-03-26,2026-03-26,Delivered,Canada,Providence Express
LOG-E21050,PO-E21050,FedEx Freight,Air,39.11,2026-10-25,2026-10-26,Delivered,Taiwan,Phoenix Compact
LOG-E21051,PO-E21051,FedEx Freight,Air,20.02,2026-12-07,2026-12-08,Delivered,Taiwan,Denver Standard
LOG-E21052,PO-E21052,FedEx Freight,Air,20.61,2026-12-03,2026-12-02,Delivered,Canada,Tampa Compact
LOG-E21053,PO-E21053,FedEx Freight,Air,17.37,2026-09-27,2026-09-26,Delivered,Taiwan,Charlotte Standard
LOG-E21054,PO-E21054,FedEx Freight,Air,6.27,2026-12-17,2026-12-16,Delivered,USA,Salt Lake City Express
LOG-E21055,PO-E21055,FedEx Freight,Air,20.25,2026-11-05,2026-11-05,Delivered,USA,Chicago Flagship
LOG-E21056,PO-E21056,FedEx Freight,Air,2.24,2026-06-17,2026-06-18,Delivered,USA,Charlotte Standard
LOG-E21057,PO-E21057,FedEx Freight,Air,14.01,2026-01-21,2026-01-20,Delivered,China,Columbus Standard
LOG-E21058,PO-E21058,FedEx Freight,Air,3.99,2026-08-12,2026-08-13,Delivered,USA,Atlanta Flagship
LOG-E21059,PO-E21059,FedEx Freight,Air,4.78,2025-12-19,2025-12-18,Delivered,Mexico,Boston Flagship
LOG-E21060,PO-E21060,FedEx Freight,Air,24.66,2026-05-08,2026-05-07,Delivered,UAE,Atlanta Flagship
LOG-E21061,PO-E21061,FedEx Freight,Air,25.06,2026-11-23,2026-11-22,Delivered,Taiwan,Phoenix Compact
