ReturnID,ReturnDate,InvoiceID,StoreName,SKU,ProductName,Category,ReturnedQty,ReturnReason,RefundAmount
RET-001159,2026-05-01,INV-0063222,Indianapolis Standard,PRD-0015,QuickServe Juices Premium,Beverages,3,Expired,12.1
RET-001160,2026-01-28,INV-0072935,Salt Lake City Express,PRD-0152,CoastalSelect OTC Medicine Original,Health & Beauty,1,Damaged,22.22
RET-001161,2025-08-04,INV-0055163,Phoenix Compact,PRD-0052,HomeComfort Nuts & Seeds Original 750g,Snacks,1,Customer Return,6.64
RET-001162,2026-11-28,INV-0073089,Salt Lake City Express,PRD-0159,ElitePro Cleaning Products Lite,Household,3,Customer Return,31.25
RET-001163,2026-06-26,INV-0063232,Indianapolis Standard,PRD-0015,QuickServe Juices Premium,Beverages,1,Customer Return,4.49
RET-001164,2026-07-15,INV-0018116,Chicago Flagship,PRD-0078,ValuBrand Yogurt Classic,Dairy,8,Damaged,31.3
RET-001165,2026-07-01,INV-0045799,Columbus Standard,PRD-0082,HomeComfort Butter & Spreads Classic,Dairy,1,Quality Issue,8.37
RET-001166,2025-02-06,INV-0001805,Boston Flagship,PRD-0035,ElitePro Energy Drinks Select,Beverages,1,Damaged,1.81
RET-001167,2026-04-01,INV-0009307,Atlanta Flagship,PRD-0031,FreshFirst Energy Drinks Pro,Beverages,1,Customer Return,4.44
RET-001168,2025-10-27,INV-0007695,Boston Flagship,PRD-0163,SunRise Paper Products Premium,Household,1,Expired,8.31
RET-001169,2025-10-19,INV-0061213,Providence Express,PRD-0114,UrbanHarvest Frozen Meals Select,Frozen Foods,4,Expired,54.18
RET-001170,2025-03-14,INV-0013404,Atlanta Flagship,PRD-0129,ElitePro Ice Cream Pro,Frozen Foods,1,Damaged,7.24
RET-001171,2026-12-31,INV-0016931,Chicago Flagship,PRD-0053,UrbanHarvest Nuts & Seeds Original 400g,Snacks,2,Customer Return,18.0
RET-001172,2025-06-06,INV-0011700,Atlanta Flagship,PRD-0090,BluePeak Canned Goods Deluxe 250g,Grocery,6,Expired,22.98
RET-001173,2026-05-10,INV-0046539,Columbus Standard,PRD-0099,EverGreen Condiments Original 400g,Grocery,1,Incorrect Shipment,4.74
RET-001174,2026-05-11,INV-0069668,Nashville Compact,PRD-0114,UrbanHarvest Frozen Meals Select,Frozen Foods,1,Damaged,14.52
RET-001175,2026-01-02,INV-0050851,Tampa Compact,PRD-0061,BluePeak Cookies & Bars Original 400g,Snacks,3,Expired,10.31
RET-001176,2026-05-24,INV-0058873,Providence Express,PRD-0030,BluePeak Water & Sparkling Plus,Beverages,5,Customer Return,10.1
RET-001177,2025-10-18,INV-0051045,Tampa Compact,PRD-0068,OptimaFood Cheese Deluxe,Dairy,3,Damaged,53.9
RET-001178,2026-10-01,INV-0067785,Nashville Compact,PRD-0027,ValuBrand Water & Sparkling Plus,Beverages,1,Damaged,1.41
RET-001179,2026-03-25,INV-0040805,Charlotte Standard,PRD-0114,UrbanHarvest Frozen Meals Select,Frozen Foods,1026,Expired,15442.03
RET-001180,2026-08-02,INV-0013423,Atlanta Flagship,PRD-0129,ElitePro Ice Cream Pro,Frozen Foods,1,Customer Return,7.51
RET-001181,2026-07-14,INV-0079286,Hartford Express,PRD-0137,FreshFirst Vitamins Plus,Health & Beauty,1,Expired,8.6
RET-001182,2026-07-31,INV-0054171,Phoenix Compact,PRD-0011,ElitePro Carbonated Drinks Pro,Beverages,1,Damaged,2.56
RET-001183,2026-08-27,INV-0031101,Philadelphia Standard,PRD-0067,EverGreen Cheese Classic,Dairy,1,Damaged,13.76
RET-001184,2026-04-04,INV-0056781,Phoenix Compact,PRD0124,SunRise Frozen Vegetables Value,Frozen Foods,1,Expired,6.39
RET-001185,2026-12-06,INV-0065003,Indianapolis Standard,PRD-0086,BluePeak Canned Goods Select 1000g,Grocery,1,Quality Issue,1.33
RET-001186,2025-06-25,INV-0016397,Chicago Flagship,PRD-0040,UrbanHarvest Chips & Crisps Premium 1000g,Snacks,4,Incorrect Shipment,17.73
RET-001187,2026-08-27,INV-0062246,Providence Express,PRD-0145,QuickServe Personal Care Pro,Health & Beauty,2,Expired,21.89
RET-001188,2025-08-23,INV-0010135,Atlanta Flagship,PRD-0052,HomeComfort Nuts & Seeds Original 750g,Snacks,3,Expired,20.41
RET-001189,2026-09-23,INV-0073519,Detroit Compact,PRD-0022,ElitePro Juices Lite,Beverages,2,Quality Issue,5.73
RET-001190,2025-09-27,INV-0032082,Philadelphia Standard,PRD-0089,OptimaFood Canned Goods Lite 250g,Grocery,1,Quality Issue,2.1
RET-001191,2024-11-06,INV-0027521,Denver Standard,PRD-0157,EverGreen Cleaning Products Lite,Household,8,Quality Issue,74.77
RET-001192,2025-05-13,INV-0025741,Denver Standard,PRD-0109,HomeComfort Pasta & Grains Select 300g,Grocery,1,Quality Issue,4.98
RET-001193,2025-01-30,INV-0028285,Philadelphia Standard,PRD-0008,QuickServe Carbonated Drinks Deluxe,Beverages,1,Expired,2.51
RET-001194,2024-12-25,INV-0038900,Charlotte Standard,PRD-0071,CoastalSelect Cheese Lite,Dairy,1,Customer Return,11.08
RET-001195,2025-03-31,INV-0007222,Boston Flagship,PRD-0155,QuickServe Cleaning Products Original,Household,8,Expired,25.29
RET-001196,2024-11-24,INV-0045282,Columbus Standard,PRD-0071,CoastalSelect Cheese Lite,Dairy,2,Expired,23.71
RET-001197,2026-12-22,INV-0069519,Nashville Compact,PRD-0105,HomeComfort Pasta & Grains Premium 400g,Grocery,1,Expired,2.23
RET-001198,2025-03-08,INV-0009335,Atlanta Flagship,PRD-0032,FreshFirst Energy Drinks Plus,Beverages,11,Damaged,57.11
RET-001199,2026-03-15,INV-0070042,Nashville Compact,PRD-0132,ClearSpring Ice Cream Classic,Frozen Foods,1,Damaged,8.26
RET-001200,2025-07-03,INV-0038981,Charlotte Standard,PRD-0072,FreshFirst Cheese Select,Dairy,1,Expired,5.0
RET-001201,2026-08-02,INV-0079181,Hartford Express,PRD-0127,SunRise Frozen Vegetables Deluxe,Frozen Foods,8,Damaged,25.3
RET-001202,2026-02-16,INV-0055831,Phoenix Compact,PRD-0085,BluePeak Canned Goods Value 500g,Grocery,5,Damaged,8.28
RET-001203,2026-06-13,INV-0018548,Chicago Flagship,PRD-0089,OptimaFood Canned Goods Lite 250g,Grocery,3,Quality Issue,9.08
RET-001204,2026-04-30,INV-0042633,Charlotte Standard,PRD-0159,ElitePro Cleaning Products Lite,Household,2,Quality Issue,23.12
RET-001205,2026-01-31,INV-0017488,Chicago Flagship,PRD-0067,EverGreen Cheese Classic,Dairy,4,Expired,54.58
RET-001206,2026-05-04,INV-0078698,Hartford Express,PRD-0082,HomeComfort Butter & Spreads Classic,Dairy,1,Damaged,8.53
RET-001207,2026-12-29,INV-0059980,Providence Express,PRD-0071,CoastalSelect Cheese Lite,Dairy,1,Expired,12.18
RET-001208,2025-10-27,INV-0057662,Phoenix Compact,PRD-0160,BluePeak Cleaning Products Plus,Household,10,Customer Return,96.87
RET-001209,2026-01-24,INV-0003890,Boston Flagship,PRD-0082,HomeComfort Butter & Spreads Classic,Dairy,1,Customer Return,7.49
RET-001210,2026-02-14,INV-0003895,Boston Flagship,PRD-0082,HomeComfort Butter & Spreads Classic,Dairy,1,Quality Issue,7.53
RET-001211,2026-05-15,INV-0007860,Atlanta Flagship,PRD-0002,PureChoice Carbonated Drinks Plus,Beverages,1,Damaged,2.12
RET-001212,2025-04-30,INV-0025998,Denver Standard,PRD0115,ClearSpring Frozen Meals Lite,Frozen Foods,1,Damaged,13.44
RET-001213,2026-10-29,INV-0046287,Columbus Standard,PRD-0093,BluePeak Canned Goods Classic 400g,Grocery,2,Incorrect Shipment,2.89
RET-001214,2024-10-17,INV-0035897,Charlotte Standard,PRD-0003,EverGreen Carbonated Drinks Deluxe,Beverages,8,Customer Return,12.45
RET-001215,2025-11-07,INV-0017043,Chicago Flagship,PRD-0057,ElitePro Cookies & Bars Classic 250g,Snacks,7,Quality Issue,16.86
RET-001216,2025-11-14,INV-0053305,Tampa Compact,PRD-0144,OptimaFood Personal Care Value,Health & Beauty,1,Expired,6.46
RET-001217,2025-11-19,INV-0017115,Chicago Flagship,PRD-0058,EverGreen Cookies & Bars Original 500g,Snacks,9,Damaged,25.71
RET-001218,2026-02-18,INV-0042144,Charlotte Standard,PRD-0147,SunRise Personal Care Value,Health & Beauty,1,Incorrect Shipment,14.35
RET-001219,2025-11-29,INV-0058975,Providence Express,PRD-0033,NaturePath Energy Drinks Plus,Beverages,2,Customer Return,6.45
RET-001220,2026-05-10,INV-0076529,Raleigh Standard,PRD-0049,GoldCrest Nuts & Seeds Deluxe 750g,Snacks,1,Damaged,7.01
RET-001221,2026-07-16,INV-0044429,Columbus Standard,PRD-0045,PureChoice Chips & Crisps Value 500g,Snacks,6,Quality Issue,17.25
RET-001222,2025-04-28,INV-0047609,Columbus Standard,PRD-0128,QuickServe Ice Cream Plus,Frozen Foods,5,Customer Return,30.95
RET-001223,2025-08-12,INV-0043231,Columbus Standard,PRD-0011,ElitePro Carbonated Drinks Pro,Beverages,2,Expired,5.22
RET-001224,2026-10-24,INV-0016534,Chicago Flagship,PRD-0044,EverGreen Chips & Crisps Original 300g,Snacks,3,Damaged,11.55
RET-001225,2026-05-10,INV-0078777,Hartford Express,PRD-0089,OptimaFood Canned Goods Lite 250g,Grocery,1,Quality Issue,3.0
RET-001226,2026-11-08,INV-0064301,Indianapolis Standard,PRD-0057,ElitePro Cookies & Bars Classic 250g,Snacks,3,Incorrect Shipment,8.06
RET-001227,2026-05-23,INV-0047086,Columbus Standard,PRD-0115,ClearSpring Frozen Meals Lite,Frozen Foods,2,Quality Issue,25.03
RET-001228,2026-05-09,INV-0046754,Columbus Standard,PRD-0108,UrbanHarvest Pasta & Grains Select 400g,Grocery,1,Customer Return,2.71
RET-001229,2026-05-19,INV-0013391,Atlanta Flagship,PRD-0128,QuickServe Ice Cream Plus,Frozen Foods,4,Customer Return,28.53
RET-001230,2026-01-07,INV-0003323,Boston Flagship,PRD-0071,CoastalSelect Cheese Lite,Dairy,4,Customer Return,44.98
RET-001231,2026-04-14,INV-0015869,Chicago Flagship,PRD-0028,BluePeak Water & Sparkling Deluxe,Beverages,1,Expired,1.61
RET-001232,2024-11-27,INV-0019990,Chicago Flagship,PRD-0120,HomeComfort Frozen Vegetables Classic,Frozen Foods,4,Customer Return,21.83
RET-001233,2026-11-21,INV-0080384,Milwaukee Compact,PRD-0136,FreshFirst Vitamins Plus,Health & Beauty,1,Quality Issue,8.64
RET-001234,2026-05-27,INV-0063067,Indianapolis Standard,PRD-0011,ElitePro Carbonated Drinks Pro,Beverages,1,Expired,2.9
RET-001235,2025-06-15,INV-0016087,Chicago Flagship,PRD-0032,FreshFirst Energy Drinks Plus,Beverages,1,Expired,5.82
RET-001236,2025-10-24,INV-0021182,Chicago Flagship,PRD-0146,UrbanHarvest Personal Care Lite,Health & Beauty,4,Quality Issue,16.19
RET-001237,2026-12-28,INV-0077124,Raleigh Standard,PRD-0099,EverGreen Condiments Original 400g,Grocery,1,Damaged,4.87
RET-001238,2025-12-06,INV-0056694,Phoenix Compact,PRD-0120,HomeComfort Frozen Vegetables Classic,Frozen Foods,7,Customer Return,36.21
RET-001239,2026-07-21,INV-0079634,Milwaukee Compact,PRD-0011,ElitePro Carbonated Drinks Pro,Beverages,1,Customer Return,2.68
RET-001240,2026-02-05,INV-0054391,Phoenix Compact,PRD-0019,CoastalSelect Juices Deluxe,Beverages,1,Customer Return,4.13
RET-001241,2026-12-31,INV-0066759,Indianapolis Standard,PRD-0152,CoastalSelect OTC Medicine Original,Health & Beauty,2,Damaged,42.84
RET-001242,2026-07-29,INV-0033299,Philadelphia Standard,PRD-0114,UrbanHarvest Frozen Meals Select,Frozen Foods,1,,14.36
RET-001243,2026-12-19,INV-0069005,Nashville Compact,PRD-0082,HomeComfort Butter & Spreads Classic,Dairy,2,Incorrect Shipment,16.1
RET-001244,2025-07-27,INV-0015908,Chicago Flagship,PRD-0029,SunRise Water & Sparkling Classic,Beverages,1,Damaged,0.9
RET-001245,2025-10-13,INV-0001220,Boston Flagship,PRD-0025,ElitePro Water & Sparkling Plus,Beverages,5,Expired,8.95
RET-001246,2026-04-26,INV-0042909,Columbus Standard,PRD-0002,PureChoice Carbonated Drinks Plus,Beverages,6,Customer Return,11.88
RET-001247,2026-01-09,INV-0028213,Philadelphia Standard,PRD-0007,ValuBrand Carbonated Drinks Premium,Beverages,2,Incorrect Shipment,3.67
RET-001248,2026-12-31,INV-0038622,Charlotte Standard,PRD-0063,OptimaFood Cookies & Bars Deluxe 200g,Snacks,2,,7.59
RET-001249,2026-12-31,INV-0067319,Nashville Compact,PRD-0009,CoastalSelect Carbonated Drinks Deluxe,Beverages,3,Damaged,7.31
RET-001250,2026-06-16,INV-0071853,Salt Lake City Express,PRD-0082,HomeComfort Butter & Spreads Classic,Dairy,3,Customer Return,24.51
RET-001251,2026-04-21,INV-0002129,Boston Flagship,PRD-0041,UrbanHarvest Chips & Crisps Premium 300g,Snacks,3,Damaged,6.71
RET-001252,2024-11-25,INV-0039865,Charlotte Standard,PRD-0092,CoastalSelect Canned Goods Pro 500g,Grocery,3,Customer Return,8.76
RET-001253,2026-02-08,INV-0062908,Indianapolis Standard,PRD-0007,ValuBrand Carbonated Drinks Premium,Beverages,7,Customer Return,11.37
RET-001254,2026-03-12,INV-0071232,Salt Lake City Express,PRD-0035,ElitePro Energy Drinks Select,Beverages,3,Damaged,6.57
RET-001255,2026-11-13,INV-0015002,Chicago Flagship,PRD-0007,ValuBrand Carbonated Drinks Premium,Beverages,1,Damaged,1.65
RET-001256,2025-07-27,INV-0032655,Philadelphia Standard,PRD-0098,CoastalSelect Condiments Plus 1000g,Grocery,1,Customer Return,6.44
RET-001257,2025-09-09,INV-0032254,Philadelphia Standard,PRD-0092,CoastalSelect Canned Goods Pro 500g,Grocery,2,Damaged,5.99
RET-001258,2026-10-21,INV-0005885,Boston Flagship,PRD-0124,SunRise Frozen Vegetables Value,Frozen Foods,2,Damaged,12.35
RET-001259,2026-06-30,INV-0049034,Tampa Compact,PRD-0009,CoastalSelect Carbonated Drinks Deluxe,Beverages,6,Customer Return,15.24
RET-001260,2025-02-14,INV-0043845,Columbus Standard,PRD-0029,SunRise Water & Sparkling Classic,Beverages,2,Customer Return,1.64
RET-001261,2025-12-15,INV-0045883,Columbus Standard,PRD-0085,BluePeak Canned Goods Value 500g,Grocery,3,Customer Return,4.68
RET-001262,2025-01-05,INV-0025596,Denver Standard,PRD-0101,SunRise Condiments Original 400g,Grocery,2,Quality Issue,5.98
RET-001263,2026-03-08,INV-0014639,Atlanta Flagship,PRD-0163,SunRise Paper Products Premium,Household,5,Customer Return,40.35
RET-001264,2025-12-07,INV-0064404,Indianapolis Standard,PRD-0063,OptimaFood Cookies & Bars Deluxe 200g,Snacks,4,Expired,14.68
RET-001265,2026-08-28,INV-0011421,Atlanta Flagship,PRD-0083,OptimaFood Butter & Spreads Lite,Dairy,1,Damaged,3.82
RET-001266,2024-11-24,INV-0021982,Denver Standard,PRD-0001,BluePeak Carbonated Drinks Plus,Beverages,1,Customer Return,1.35
RET-001267,2026-07-04,INV-0013565,Atlanta Flagship,PRD-0132,ClearSpring Ice Cream Classic,Frozen Foods,1,Quality Issue,6.71
RET-001268,2026-11-08,INV-0019337,Chicago Flagship,PRD-0108,UrbanHarvest Pasta & Grains Select 400g,Grocery,1,Customer Return,3.05
RET-001269,2026-04-20,INV-0071713,Salt Lake City Express,PRD-0072,FreshFirst Cheese Select,Dairy,2,Quality Issue,10.94
RET-001270,2025-09-16,INV-0011704,Atlanta Flagship,PRD-0090,BluePeak Canned Goods Deluxe 250g,Grocery,1,Customer Return,3.98
RET-001271,2025-08-27,INV-0014524,Atlanta Flagship,PRD-0161,PureChoice Cleaning Products Pro,Household,2,Customer Return,14.92
RET-001272,2026-06-18,INV-0077375,Raleigh Standard,PRD-0120,HomeComfort Frozen Vegetables Classic,Frozen Foods,4,Customer Return,20.34
RET-001273,2024-12-27,INV-0035223,Philadelphia Standard,PRD-0155,QuickServe Cleaning Products Original,Household,5,Damaged,15.55
RET-001274,2024-10-28,INV-0026809,Denver Standard,PRD-0138,SunRise Vitamins Deluxe,Health & Beauty,1,Expired,22.06
RET-001275,2026-06-20,INV-0073551,Detroit Compact,PRD-0025,ElitePro Water & Sparkling Plus,Beverages,3,Damaged,5.28
RET-001276,2026-12-24,INV-0032695,Philadelphia Standard,PRD-0098,CoastalSelect Condiments Plus 1000g,Grocery,1,Incorrect Shipment,6.49
RET-001277,2025-06-12,INV-0062698,Providence Express,PRD-0163,SunRise Paper Products Premium,Household,2,Incorrect Shipment,15.8
RET-001278,2026-07-29,INV-0050863,Tampa Compact,PRD-0061,BluePeak Cookies & Bars Original 400g,Snacks,11,Customer Return,41.78
RET-001279,2025-11-12,INV-0002557,Boston Flagship,PRD-0052,HomeComfort Nuts & Seeds Original 750g,Snacks,3,Expired,19.5
RET-001280,2025-05-17,INV-0053512,Tampa Compact,PRD-0155,QuickServe Cleaning Products Original,Household,1,Customer Return,2.89
RET-001281,2026-09-17,INV-0013867,Atlanta Flagship,PRD-0140,PureChoice Vitamins Classic,Health & Beauty,1,Damaged,22.55
RET-001282,2026-12-14,INV-0048136,Columbus Standard,PRD-0144,OptimaFood Personal Care Value,Health & Beauty,1,Customer Return,6.31
RET-001283,2026-10-30,INV-0067942,Nashville Compact,PRD-0030,BluePeak Water & Sparkling Plus,Beverages,5,Damaged,10.75
RET-001284,2025-04-20,INV-0033114,Philadelphia Standard,PRD-0113,SunRise Frozen Meals Plus,Frozen Foods,7,Quality Issue,77.69
RET-001285,2026-01-24,INV-0025371,Denver Standard,PRD-0094,SunRise Canned Goods Value 200g,Grocery,2,Damaged,8.43
RET-001286,2025-09-02,INV-0047256,Columbus Standard,PRD-0119,PureChoice Frozen Meals Lite,Frozen Foods,2,Customer Return,13.99
RET-001287,2026-10-03,INV-0008211,Atlanta Flagship,PRD-0009,CoastalSelect Carbonated Drinks Deluxe,Beverages,1,Customer Return,2.64
RET-001288,2026-02-15,INV-0018470,Chicago Flagship,PRD-0088,UrbanHarvest Canned Goods Original 500g,Grocery,1,Expired,2.3
RET-001289,2025-06-20,INV-0011186,Atlanta Flagship,PRD-0078,ValuBrand Yogurt Classic,Dairy,6,Damaged,25.32
RET-001290,2026-03-24,INV-0024677,Denver Standard,PRD-0074,BluePeak Yogurt Deluxe,Dairy,1,Quality Issue,4.91
RET-001291,2024-12-22,INV-0029536,Philadelphia Standard,PRD-0032,FreshFirst Energy Drinks Plus,Beverages,6,Damaged,33.11
RET-001292,2026-07-04,INV-0039333,Charlotte Standard,PRD-0078,ValuBrand Yogurt Classic,Dairy,3,Quality Issue,12.15
RET-001293,2025-11-02,INV-0067080,Nashville Compact,PRD-0001,BluePeak Carbonated Drinks Plus,Beverages,1,Customer Return,1.37
RET-001294,2025-12-11,INV-0066783,Indianapolis Standard,PRD-0155,QuickServe Cleaning Products Original,Household,1,Customer Return,2.88
RET-001295,2025-03-30,INV-0043037,Columbus Standard,PRD-0007,ValuBrand Carbonated Drinks Premium,Beverages,3,Incorrect Shipment,4.12
RET-001296,2026-01-15,INV-0029718,Philadelphia Standard,PRD-0035,ElitePro Energy Drinks Select,Beverages,5,Customer Return,10.75
RET-001297,2025-08-10,INV-0066570,Indianapolis Standard,PRD-0144,OptimaFood Personal Care Value,Health & Beauty,2,Quality Issue,12.53
RET-001298,2025-01-04,INV-0022093,Denver Standard,PRD-0003,EverGreen Carbonated Drinks Deluxe,Beverages,7,Damaged,11.06
RET-001299,2026-01-13,INV-0024025,Denver Standard,PRD-0055,OptimaFood Nuts & Seeds Select 400g,Snacks,3,Expired,32.78
RET-001300,2025-07-31,INV-0019777,Chicago Flagship,PRD-0116,CoastalSelect Frozen Meals Select,Frozen Foods,3,Damaged,38.14
RET-001301,2025-11-07,INV-0027278,Denver Standard,PRD-0149,QuickServe OTC Medicine Premium,Health & Beauty,2,Damaged,35.46
RET-001302,2025-08-28,INV-0033884,Philadelphia Standard,PRD-0124,SunRise Frozen Vegetables Value,Frozen Foods,7,Incorrect Shipment,40.74
RET-001303,2026-08-21,INV-0079553,Hartford Express,PRD-0163,SunRise Paper Products Premium,Household,1,Damaged,7.68
RET-001304,2026-02-10,INV-0039890,Charlotte Standard,PRD-0092,CoastalSelect Canned Goods Pro 500g,Grocery,9,Damaged,26.35
RET-001305,2026-03-22,INV-0067337,Nashville Compact,PRD-0010,NaturePath Carbonated Drinks Plus,Beverages,1,Expired,2.45
RET-001306,2026-12-10,INV-0050267,Tampa Compact,PRD-0042,OptimaFood Chips & Crisps Value 300g,Snacks,2,Damaged,7.02
RET-001307,2025-01-23,INV-0041841,Charlotte Standard,PRD-0139,FreshFirst Vitamins Original,Health & Beauty,6,Customer Return,46.56
RET-001308,2025-09-09,INV-0038510,Charlotte Standard,PRD-0060,QuickServe Cookies & Bars Deluxe 400g,Snacks,1,Incorrect Shipment,3.8
RET-001309,2025-08-27,INV-0040863,Charlotte Standard,PRD-0115,ClearSpring Frozen Meals Lite,Frozen Foods,5,Customer Return,70.75
RET-001310,2026-01-06,INV-0034874,Philadelphia Standard,PRD-0144,OptimaFood Personal Care Value,Health & Beauty,3,Customer Return,19.83
RET-001311,2026-11-02,INV-0022917,Denver Standard,PRD-0024,SunRise Water & Sparkling Premium,Beverages,2,Customer Return,2.91
RET-001312,2024-12-28,INV-0009327,Atlanta Flagship,PRD-0032,FreshFirst Energy Drinks Plus,Beverages,7,Expired,36.46
RET-001313,2026-06-08,INV-0028825,Philadelphia Standard,PRD-0016,FreshFirst Juices Deluxe,Beverages,1,Incorrect Shipment,4.13
RET-001314,2026-11-25,INV-0038566,Charlotte Standard,PRD-0061,BluePeak Cookies & Bars Original 400g,Snacks,3,Damaged,10.27
RET-001315,2026-05-19,INV-0055835,Phoenix Compact,PRD-0085,BluePeak Canned Goods Value 500g,Grocery,3,Expired,3.49
RET-001316,2025-10-11,INV-0027639,Denver Standard,PRD-0159,ElitePro Cleaning Products Lite,Household,6,Quality Issue,65.0
RET-001317,2026-10-02,INV-0012630,Atlanta Flagship,PRD-0113,SunRise Frozen Meals Plus,Frozen Foods,10,Expired,115.76
RET-001318,2026-01-01,INV-0033385,Philadelphia Standard,PRD-0115,ClearSpring Frozen Meals Lite,Frozen Foods,1,,13.87
RET-001319,2026-11-15,INV-0077258,Raleigh Standard,PRD-0113,SunRise Frozen Meals Plus,Frozen Foods,2,Incorrect Shipment,22.83
RET-001320,2025-07-22,INV-0064923,Indianapolis Standard,PRD-0083,optimafood butter & spreads lite,Dairy,1,Incorrect Shipment,3.51
RET-001321,2025-02-22,INV-0017095,Chicago Flagship,PRD-0058,EverGreen Cookies & Bars Original 500g,Snacks,6,Customer Return,15.84
RET-001322,2026-05-19,INV-0029739,Philadelphia Standard,PRD-0035,ElitePro Energy Drinks Select,Beverages,1,Customer Return,2.22
RET-001323,2024-10-10,INV-0040538,Charlotte Standard,PRD-0109,HomeComfort Pasta & Grains Select 300g,Grocery,1,Damaged,4.58
RET-001324,2026-06-18,INV-0063606,Indianapolis Standard,PRD-0030,BluePeak Water & Sparkling Plus,Beverages,2,Incorrect Shipment,4.14
RET-001325,2025-09-10,INV-0032535,Philadelphia Standard,PRD-0096,EverGreen Condiments Premium 500g,Grocery,1,Customer Return,7.42
RET-001326,2025-12-01,INV-0050042,Tampa Compact,PRD-0035,ElitePro Energy Drinks Select,Beverages,1,Expired,2.0
RET-001327,2025-02-19,INV-0010590,Atlanta Flagship,PRD-0066,OptimaFood Cheese Lite,Dairy,2,Damaged,28.75
RET-001328,2024-12-08,INV-0041284,Charlotte Standard,PRD-0123,NaturePath Frozen Vegetables Original,Frozen Foods,1,Expired,9.15
RET-001329,2025-06-12,INV-0036817,Charlotte Standard,PRD-0022,ElitePro Juices Lite,Beverages,5,Damaged,18.87
RET-001330,2025-08-27,INV-0015765,Chicago Flagship,PRD-0027,ValuBrand Water & Sparkling Plus,Beverages,1,Expired,1.51
RET-001331,2025-03-02,INV-0029891,Philadelphia Standard,PRD-0040,UrbanHarvest Chips & Crisps Premium 1000g,Snacks,6,Quality Issue,27.78
RET-001332,2026-10-06,INV-0016366,Chicago Flagship,PRD 0039,UrbanHarvest Chips & Crisps Plus 1000g,Snacks,1,Customer Return,4.91
RET-001333,2026-03-03,INV-0032884,Philadelphia Standard,PRD-0105,HomeComfort Pasta & Grains Premium 400g,Grocery,5,Damaged,11.05
RET-001334,2026-01-09,INV-0013540,Atlanta Flagship,PRD-0132,ClearSpring Ice Cream Classic,Frozen Foods,1,Customer Return,8.19
RET-001335,2025-09-29,INV-0028088,Philadelphia Standard,PRD-0004,PureChoice Carbonated Drinks Classic,Beverages,2,Damaged,2.35
RET-001336,2026-12-31,INV-0033948,Philadelphia Standard,PRD-0124,SunRise Frozen Vegetables Value,Frozen Foods,5,,30.37
RET-001337,2025-03-18,INV-0019844,Chicago Flagship,PRD-0117,GoldCrest Frozen Meals Plus,Frozen Foods,1,Damaged,9.25
RET-001338,2024-10-22,INV-0011131,Atlanta Flagship,PRD-0078,ValuBrand Yogurt Classic,Dairy,3,Damaged,10.54
RET-001339,2026-11-08,INV-0055559,Phoenix Compact,PRD-0071,CoastalSelect Cheese Lite,Dairy,2,Incorrect Shipment,22.93
RET-001340,2025-06-21,INV-0017756,Chicago Flagship,PRD-0073,QuickServe Yogurt Pro,Dairy,5,Expired,13.64
RET-001341,2026-12-11,INV-0055280,Phoenix Compact,PRD-0057,ElitePro Cookies & Bars Classic 250g,Snacks,1,Customer Return,2.74
RET-001342,2026-01-15,INV-0050711,Tampa Compact,PRD-0057,ElitePro Cookies & Bars Classic 250g,Snacks,1,Customer Return,2.9
RET-001343,2025-12-02,INV-0064546,Indianapolis Standard,PRD-0069,SunRise Cheese Premium,Dairy,3,Customer Return,48.76
RET-001344,2025-10-07,INV-0049667,Tampa Compact,PRD-0027,ValuBrand Water & Sparkling Plus,Beverages,1,Quality Issue,1.51
RET-001345,2025-12-15,INV-0037785,Charlotte Standard,PRD-0041,UrbanHarvest Chips & Crisps Premium 300g,Snacks,2,,4.39
RET-001346,2026-10-23,INV-0070607,Nashville Compact,PRD-0162,NaturePath Cleaning Products Plus,Household,3,Incorrect Shipment,10.72
RET-001347,2026-08-05,INV-0075142,Detroit Compact,PRD-0120,HomeComfort Frozen Vegetables Classic,Frozen Foods,1,Damaged,5.15
RET-001348,2025-11-28,INV-0033798,Philadelphia Standard,PRD 0121,CoastalSelect Frozen Vegetables Value,Frozen Foods,3,Damaged,14.41
RET-001349,2025-10-18,INV-0054556,Phoenix Compact,PRD-0028,BluePeak Water & Sparkling Deluxe,Beverages,2,Customer Return,3.6
RET-001350,2026-06-18,INV-0071812,Salt Lake City Express,PRD-0078,ValuBrand Yogurt Classic,Dairy,10,Quality Issue,39.54
RET-001351,2025-10-18,INV-0064221,Indianapolis Standard,PRD-0055,OptimaFood Nuts & Seeds Select 400g,Snacks,8,Expired,84.25
RET-001352,2025-07-26,INV-0050524,Tampa Compact,PRD-0050,HomeComfort Nuts & Seeds Deluxe 500g,Snacks,5,Customer Return,32.67
RET-001353,2026-12-31,INV-0049308,Tampa Compact,PRD-0014,OptimaFood Juices Select,Beverages,1,Damaged,2.51
RET-001354,2025-04-20,INV-0001480,Boston Flagship,PRD-0029,SunRise Water & Sparkling Classic,Beverages,1,Customer Return,0.81
RET-001355,2025-05-07,INV-0040111,Charlotte Standard,PRD-0096,EverGreen Condiments Premium 500g,Grocery,1,Quality Issue,8.07
RET-001356,2026-01-08,INV-0031649,Philadelphia Standard,PRD-0078,ValuBrand Yogurt Classic,Dairy,3,Customer Return,12.59
